20.0,-194.0,344.0,11.1805553436
20.0,-193.0,369.0,11.1805553436
20.0,-193.0,391.0,11.1805553436
20.0,-194.0,399.0,11.1805553436
20.0,-193.0,383.0,11.0720481872
20.0,-194.0,381.0,11.2890634536
20.0,-193.0,395.0,11.1805553436
20.0,-193.0,400.0,11.1805553436
20.0,-193.0,386.0,11.1805553436
20.0,-195.0,379.0,11.2890634536
20.0,-198.0,390.0,11.5060768127
20.0,-197.0,407.0,32.013885498
20.0,-197.0,391.0,41.9965286254
20.0,-197.0,374.0,38.9583320617
20.0,-197.0,385.0,30.3862838745
20.0,-197.0,398.0,25.2864570617
20.0,-195.0,394.0,21.5972232818
20.0,-194.0,380.0,18.8845481872
20.0,-194.0,382.0,16.9314231872
20.0,-194.0,394.0,15.5208330154
20.0,-194.0,399.0,14.5442705154
20.0,-193.0,385.0,13.5677080154
20.0,-194.0,380.0,12.8081607818
20.0,-194.0,390.0,12.1571178436
20.0,-194.0,399.0,11.6145830154
20.0,-193.0,391.0,11.1805553436
20.0,-194.0,379.0,11.0720481872
20.0,-193.0,385.0,11.0720481872
20.0,-193.0,399.0,11.0720481872
20.0,-193.0,396.0,11.0720481872
20.0,-194.0,381.0,10.9635419845
20.0,-194.0,382.0,11.0720481872
20.0,-193.0,394.0,11.0720481872
20.0,-194.0,400.0,11.0720481872
20.0,-194.0,388.0,11.0720481872
20.0,-193.0,378.0,11.0720481872
20.0,-193.0,390.0,11.0720481872
20.0,-194.0,401.0,11.0720481872
20.0,-193.0,392.0,11.0720481872
20.0,-193.0,378.0,11.0720481872
20.0,-193.0,392.0,11.0720481872
20.0,-193.0,401.0,11.0720481872
20.0,-193.0,389.0,11.0720481872
20.0,-193.0,468.0,11.0720481872
20.0,-194.0,395.0,24.7439212799
20.0,-194.0,390.0,35.920135498
20.0,-192.0,375.0,41.779510498
20.0,-193.0,369.0,34.835067749
20.0,-192.0,380.0,28.1076374053
20.0,-192.0,397.0,23.984375
20.0,-193.0,392.0,21.0546875
20.0,-192.0,378.0,18.7760410308
20.0,-192.0,379.0,17.0399303436
20.0,-193.0,399.0,15.7378482818
20.0,-193.0,398.0,14.7612857818
20.0,-192.0,382.0,14.0017356872
20.0,-193.0,377.0,13.35069561
20.0,-193.0,393.0,12.8081607818
20.0,-193.0,402.0,12.3741321563
20.0,-193.0,402.0,11.8315973281
20.0,-191.0,376.0,11.3975696563
20.0,-191.0,384.0,11.1805553436
20.0,-192.0,402.0,11.1805553436
20.0,-192.0,396.0,11.1805553436
20.25,-192.0,383.0,11.1805553436
21.0,-193.0,378.0,11.0720481872
22.0,-192.0,393.0,11.1805553436
22.87,-192.0,402.0,11.1805553436
23.62,-193.0,392.0,11.1805553436
24.37,-193.0,380.0,11.1805553436
24.87,-193.0,382.0,11.1805553436
25.25,-193.0,399.0,11.1805553436
25.62,-193.0,401.0,11.1805553436
26.0,-193.0,387.0,11.1805553436
26.37,-194.0,378.0,11.1805553436
26.62,-193.0,390.0,11.1805553436
27.25,-192.0,401.0,11.1805553436
27.75,-193.0,396.0,11.2890634536
28.25,-193.0,382.0,11.2890634536
28.62,-193.0,380.0,11.1805553436
28.87,-193.0,396.0,11.1805553436
29.25,-193.0,403.0,11.1805553436
29.5,-193.0,389.0,11.1805553436
29.62,-192.0,379.0,11.1805553436
29.87,-192.0,388.0,11.1805553436
30.0,-192.0,402.0,11.1805553436
30.25,-192.0,396.0,11.1805553436
30.37,-192.0,383.0,11.0720481872
30.5,-191.0,380.0,11.1805553436
30.62,-191.0,398.0,11.1805553436
30.75,-192.0,403.0,11.0720481872
30.87,-192.0,389.0,11.1805553436
31.0,-192.0,380.0,11.1805553436
31.12,-193.0,391.0,11.1805553436
31.12,-193.0,403.0,11.0720481872
31.25,-193.0,390.0,11.1805553436
31.37,-192.0,378.0,11.1805553436
31.37,-193.0,389.0,11.1805553436
31.5,-193.0,404.0,11.1805553436
31.62,-193.0,392.0,11.0720481872
31.62,-193.0,380.0,11.9401044845
31.75,-194.0,383.0,25.069442749
31.75,-193.0,402.0,37.6562461853
31.87,-193.0,397.0,47.530380249
31.87,-193.0,381.0,55.2343711853
32.0,-192.0,381.0,61.7447929382
32.0,-191.0,396.0,65.8680572509
32.0,-192.0,404.0,67.4956588745
32.13,-192.0,387.0,67.7126693725
32.13,-192.0,378.0,68.038192749
32.13,-192.0,389.0,68.5807266235
32.25,-192.0,406.0,68.4722213745
32.25,-193.0,389.0,68.4722213745
32.25,-192.0,378.0,68.4722213745
32.38,-193.0,387.0,68.3637161254
32.38,-192.0,405.0,68.2552108764
32.38,-192.0,390.0,52.4131965637
32.5,-193.0,380.0,37.0052070617
32.5,-193.0,385.0,29.7352428436
32.5,-192.0,399.0,25.3949642181
32.5,-192.0,395.0,22.3567695617
32.5,-192.0,380.0,20.078125
32.63,-193.0,381.0,18.3420143127
32.63,-193.0,397.0,16.8229160308
32.63,-194.0,400.0,15.5208330154
